time,position 0,position 1,position 2
2043.0,"(1085.760998177125, 760.0043823203303)","(285.36981763143194, 601.2739722085182)","(724.9600239828014, 122.31416247303585)"
2044.0,"(1085.5197740569088, 759.9387246945284)","(285.1511332082501, 601.3951213853937)","(725.1452238628874, 122.32259166067067)"
2045.0,"(1085.2785499366926, 759.8730670687266)","(284.93244878506823, 601.5162705622693)","(725.3294977435729, 122.33097870236732)"
2046.0,"(1085.0373258164764, 759.8074094429248)","(284.7137643618864, 601.6374197391448)","(725.512850254855, 122.33932380885548)"
2047.0,"(1084.7961016962602, 759.741751817123)","(284.4950799387045, 601.7585689160203)","(725.6952860035808, 122.3476271898112)"
2048.0,"(1084.554877576044, 759.6760941913212)","(284.27639551552267, 601.8797180928958)","(725.8768095735629, 122.35588905386216)"
2049.0,"(1084.3136534558278, 759.6104365655194)","(284.0577110923408, 602.0008672697713)","(726.0574255256951, 122.36410960859284)"
2050.0,"(1084.0724293356116, 759.5447789397176)","(283.83902666915895, 602.1220164466469)","(726.2371383980666, 122.37228906054987)"
2051.0,"(1083.8312052153954, 759.4791213139158)","(283.6203422459771, 602.2431656235224)","(726.4159527060763, 122.38042761524713)"
2052.0,"(1083.5899810951792, 759.413463688114)","(283.40165782279524, 602.3643148003979)","(726.5938729425459, 122.38852547717089)"
2053.0,"(1083.348756974963, 759.3478060623122)","(283.1829733996134, 602.4854639772734)","(726.7709035778331, 122.39658284978503)"
2054.0,"(1083.1075328547468, 759.2821484365104)","(282.96428897643153, 602.6066131541489)","(726.947049059944, 122.40459993553611)"
2055.0,"(1082.8663087345305, 759.2164908107086)","(282.7456045532497, 602.7277623310245)","(727.1223138146443, 122.41257693585843)"
2056.0,"(1082.6250846143143, 759.1508331849068)","(282.5269201300678, 602.8489115079)","(727.296702245571, 122.42051405117914)"
2057.0,"(1082.3838604940981, 759.085175559105)","(282.30823570688597, 602.9700606847755)","(727.4702187343432, 122.42841148092324)"
2058.0,"(1082.142636373882, 759.0195179333032)","(282.0895512837041, 603.091209861651)","(727.6428676406715, 122.43626942351862)"
2059.0,"(1081.9014122536657, 758.9538603075014)","(281.87086686052226, 603.2123590385265)","(727.8146533024682, 122.44408807640103)"
2060.0,"(1081.6601881334495, 758.8882026816996)","(281.6521824373404, 603.333508215402)","(727.9855800359559, 122.45186763601903)"
2061.0,"(1081.4189640132333, 758.8225450558978)","(281.43349801415854, 603.4546573922776)","(728.1556521357761, 122.45960829783894)"
2062.0,"(1081.1777398930171, 758.756887430096)","(281.2148135909767, 603.5758065691531)","(728.3248738750972, 122.46731025634975)"
2063.0,"(1080.936515772801, 758.6912298042942)","(280.99612916779483, 603.6969557460286)","(728.4932495057217, 122.474973705068)"
2064.0,"(1080.6952916525847, 758.6255721784923)","(280.777444744613, 603.8181049229041)","(728.6607832581931, 122.48259883654265)"
2065.0,"(1080.4540675323685, 758.5599145526905)","(280.5587603214311, 603.9392540997796)","(728.8274793419021, 122.49018584235994)"
2066.0,"(1080.2128434121523, 758.4942569268887)","(280.34007589824927, 604.0604032766552)","(728.9933419451926, 122.49773491314814)"
2067.0,"(1079.9716192919361, 758.4285993010869)","(280.1213914750674, 604.1815524535307)","(729.1583752354666, 122.5052462385824)"
2068.0,"(1079.73039517172, 758.3629416752851)","(279.90270705188556, 604.3027016304062)","(729.3225833592892, 122.51272000738949)"
2069.0,"(1079.4891710515037, 758.2972840494833)","(279.6840226287037, 604.4238508072817)","(729.4859704424928, 122.52015640735254)"
2070.0,"(1079.2479469312875, 758.2316264236815)","(279.46533820552185, 604.5449999841572)","(729.6485405902803, 122.52755562531578)"
2071.0,"(1079.0067228110713, 758.1659687978797)","(279.24665378234, 604.6661491610328)","(729.8102978873288, 122.5349178471892)"
2072.0,"(1078.765498690855, 758.1003111720779)","(279.02796935915813, 604.7872983379083)","(729.9712463978922, 122.54224325795326)"
2073.0,"(1078.524274570639, 758.0346535462761)","(278.8092849359763, 604.9084475147838)","(730.1313901659028, 122.5495320416635)"
2074.0,"(1078.2830504504227, 757.9689959204743)","(278.5906005127944, 605.0295966916593)","(730.2907332150733, 122.55678438145517)"
2075.0,"(1078.0418263302065, 757.9033382946725)","(278.37191608961257, 605.1507458685348)","(730.4492795489979, 122.5640004595479)"
2076.0,"(1077.8006022099903, 757.8376806688707)","(278.1532316664307, 605.2718950454104)","(730.6070331512528, 122.57118045725016)"
2077.0,"(1077.559378089774, 757.7720230430689)","(277.93454724324886, 605.3930442222859)","(730.7639979854965, 122.57832455496391)"
2078.0,"(1077.318153969558, 757.7063654172671)","(277.715862820067, 605.5141933991614)","(730.920177995569, 122.5854329321891)"
2079.0,"(1077.0769298493417, 757.6407077914653)","(277.49717839688515, 605.6353425760369)","(731.0755771055912, 122.59250576752815)"
2080.0,"(1076.8357057291255, 757.5750501656635)","(277.2784939737033, 605.7564917529124)","(731.2301992200632, 122.59954323869052)"
2081.0,"(1076.5944816089093, 757.5093925398617)","(277.05980955052144, 605.877640929788)","(731.384048223963, 122.60654552249706)"
2082.0,"(1076.353257488693, 757.4437349140599)","(276.8411251273396, 605.9987901066635)","(731.5371279828431, 122.61351279488457)"
2083.0,"(1076.112033368477, 757.378077288258)","(276.6224407041577, 606.119939283539)","(731.6894423429289, 122.62044523091015)"
2084.0,"(1075.8708092482607, 757.3124196624563)","(276.40375628097587, 606.2410884604145)","(731.8409951312143, 122.6273430047556)"
2085.0,"(1075.6295851280445, 757.2467620366544)","(276.185071857794, 606.36223763729)","(731.9917901555582, 122.63420628973182)"
2086.0,"(1075.3883610078283, 757.1811044108526)","(275.96638743461216, 606.4833868141656)","(732.1418312047804, 122.64103525828317)"
2087.0,"(1075.147136887612, 757.1154467850508)","(275.7477030114303, 606.6045359910411)","(732.2911220487565, 122.64783008199176)"
2088.0,"(1074.9059127673959, 757.049789159249)","(275.52901858824845, 606.7256851679166)","(732.4396664385127, 122.6545909315818)"
2089.0,"(1074.6646886471797, 756.9841315334472)","(275.3103341650666, 606.8468343447921)","(732.5874681063202, 122.66131797692388)"
2090.0,"(1074.4234645269635, 756.9184739076454)","(275.09164974188474, 606.9679835216676)","(732.7345307657886, 122.66801138703926)"
2091.0,"(1074.1822404067473, 756.8528162818436)","(274.8729653187029, 607.0891326985432)","(732.8808581119596, 122.67467133010406)"
2092.0,"(1073.941016286531, 756.7871586560418)","(274.654280895521, 607.2102818754187)","(733.0264538213997, 122.68129797345354)"
2093.0,"(1073.6997921663149, 756.72150103024)","(274.43559647233917, 607.3314310522942)","(733.1713215522927, 122.68789148358627)"
2094.0,"(1073.4585680460987, 756.6558434044382)","(274.2169120491573, 607.4525802291697)","(733.3154649445313, 122.69445202616834)"
2095.0,"(1073.2173439258825, 756.5901857786364)","(273.99822762597546, 607.5737294060452)","(733.4588876198086, 122.70097976603749)"
2096.0,"(1072.9761198056663, 756.5245281528346)","(273.7795432027936, 607.6948785829208)","(733.6015931817095, 122.70747486720731)"
2097.0,"(1072.73489568545, 756.4588705270328)","(273.56085877961175, 607.8160277597963)","(733.743585215801, 122.71393749287127)"
2098.0,"(1072.4936715652339, 756.393212901231)","(273.3421743564299, 607.9371769366718)","(733.884867289722, 122.72036780540691)"
2099.0,"(1072.2524474450177, 756.3275552754292)","(273.12348993324804, 608.0583261135473)","(734.0254429532735, 122.72676596637987)"
2100.0,"(1072.0112233248014, 756.2618976496274)","(272.9048055100662, 608.1794752904228)","(734.165315738507, 122.73313213654798)"
2101.0,"(1071.7699992045852, 756.1962400238256)","(272.6861210868843, 608.3006244672983)","(734.3044891598145, 122.73946647586524)"
2102.0,"(1071.528775084369, 756.1305823980238)","(272.4674366637025, 608.4217736441739)","(734.4429667140154, 122.74576914348592)"
2103.0,"(1071.2875509641528, 756.064924772222)","(272.2487522405206, 608.5429228210494)","(734.5807518804453, 122.75204029776849)"
2104.0,"(1071.0463268439366, 755.9992671464202)","(272.03006781733876, 608.6640719979249)","(734.7178481210431, 122.75828009627965)"
2105.0,"(1070.8051027237204, 755.9336095206183)","(271.8113833941569, 608.7852211748004)","(734.8542588804379, 122.76448869579825)"
2106.0,"(1070.5638786035042, 755.8679518948165)","(271.59269897097505, 608.906370351676)","(734.9899875860357, 122.77066625231926)"
2107.0,"(1070.322654483288, 755.8022942690147)","(271.3740145477932, 609.0275195285515)","(735.1250376481055, 122.77681292105767)"
2108.0,"(1070.0814303630718, 755.7366366432129)","(271.15533012461134, 609.148668705427)","(735.259412459865, 122.78292885645239)"
2109.0,"(1069.8402062428556, 755.6709790174111)","(270.9366457014295, 609.2698178823025)","(735.3931153975657, 122.78901421217013)"
2110.0,"(1069.5989821226394, 755.6053213916093)","(270.7179612782476, 609.390967059178)","(735.5261498205779, 122.79506914110928)"
2111.0,"(1069.3577580024232, 755.5396637658075)","(270.4992768550658, 609.5121162360535)","(735.658519071475, 122.80109379540373)"
2112.0,"(1069.116533882207, 755.4740061400057)","(270.2805924318839, 609.6332654129291)","(735.7902264761176, 122.80708832642671)"
2113.0,"(1068.8753097619908, 755.4083485142039)","(270.06190800870206, 609.7544145898046)","(735.921275343737, 122.81305288479457)"
2114.0,"(1068.6340856417746, 755.3426908884021)","(269.8432235855202, 609.8755637666801)","(736.0516689670183, 122.8189876203706)"
2115.0,"(1068.3928615215584, 755.2770332626003)","(269.62453916233835, 609.9967129435556)","(736.1814106221832, 122.82489268226875)"
2116.0,"(1068.1516374013422, 755.2113756367985)","(269.4058547391565, 610.1178621204311)","(736.3105035690722, 122.83076821885741)"
2117.0,"(1067.910413281126, 755.1457180109967)","(269.18717031597464, 610.2390112973067)","(736.4389510512269, 122.83661437776313)"
2118.0,"(1067.6691891609098, 755.0800603851949)","(268.9684858927928, 610.3601604741822)","(736.5667562959708, 122.84243130587431)"
2119.0,"(1067.4279650406936, 755.0144027593931)","(268.74980146961093, 610.4813096510577)","(736.693922514491, 122.84821914934494)"
2120.0,"(1067.1867409204774, 754.9487451335913)","(268.5311170464291, 610.6024588279332)","(736.8204529019185, 122.85397805359821)"
2121.0,"(1066.9455168002612, 754.8830875077895)","(268.3124326232472, 610.7236080048087)","(736.946350637409, 122.85970816333023)"
2122.0,"(1066.704292680045, 754.8174298819877)","(268.09374820006536, 610.8447571816843)","(737.071618884222, 122.86540962251357)"
2123.0,"(1066.4630685598288, 754.7517722561859)","(267.8750637768835, 610.9659063585598)","(737.1962607898008, 122.871082574401)"
2124.0,"(1066.2218444396126, 754.686114630384)","(267.65637935370165, 611.0870555354353)","(737.3202794858519, 122.87672716152899)"
2125.0,"(1065.9806203193964, 754.6204570045822)","(267.4376949305198, 611.2082047123108)","(737.4436780884226, 122.88234352572134)"
2126.0,"(1065.7393961991802, 754.5547993787804)","(267.21901050733794, 611.3293538891863)","(737.5664596979806, 122.88793180809273)"
2127.0,"(1065.498172078964, 754.4891417529786)","(267.0003260841561, 611.4505030660619)","(737.6886273994907, 122.89349214905226)"
2128.0,"(1065.2569479587478, 754.4234841271768)","(266.78164166097423, 611.5716522429374)","(737.8101842624932, 122.89902468830701)"
2129.0,"(1065.0157238385316, 754.357826501375)","(266.5629572377924, 611.6928014198129)","(737.9311333411807, 122.90452956486547)"
2130.0,"(1064.7744997183154, 754.2921688755732)","(266.3442728146105, 611.8139505966884)","(738.0514776744748, 122.91000691704114)"
2131.0,"(1064.5332755980992, 754.2265112497714)","(266.12558839142866, 611.9350997735639)","(738.1712202861024, 122.91545688245594)"
2132.0,"(1064.292051477883, 754.1608536239696)","(265.9069039682468, 612.0562489504395)","(738.290364184672, 122.92087959804367)"
2133.0,"(1064.0508273576668, 754.0951959981678)","(265.68821954506495, 612.177398127315)","(738.4089123637486, 122.92627520005345)"
2134.0,"(1063.8096032374506, 754.029538372366)","(265.4695351218831, 612.2985473041905)","(738.5268678019299, 122.93164382405318)"
2135.0,"(1063.5683791172344, 753.9638807465642)","(265.25085069870124, 612.419696481066)","(738.6442334629203, 122.93698560493291)"
2136.0,"(1063.3271549970182, 753.8982231207624)","(265.0321662755194, 612.5408456579415)","(738.7610122956057, 122.94230067690825)"
2137.0,"(1063.085930876802, 753.8325654949606)","(264.81348185233753, 612.661994834817)","(738.8772072341277, 122.94758917352371)"
2138.0,"(1062.8447067565858, 753.7669078691588)","(264.5947974291557, 612.7831440116926)","(738.992821197957, 122.9528512276561)"
2139.0,"(1062.6034826363696, 753.701250243357)","(264.3761130059738, 612.9042931885681)","(739.1078570919673, 122.95808697151782)"
2140.0,"(1062.3622585161534, 753.6355926175552)","(264.15742858279197, 613.0254423654436)","(739.2223178065075, 122.96329653666022)"
2141.0,"(1062.1210343959372, 753.5699349917534)","(263.9387441596101, 613.1465915423191)","(739.3362062174749, 122.96848005397692)"
2142.0,"(1061.879810275721, 753.5042773659516)","(263.72005973642825, 613.2677407191946)","(739.4495251863875, 122.97363765370703)"
2143.0,"(1061.6385861555048, 753.4386197401498)","(263.5013753132464, 613.3888898960702)","(739.5622775604555, 122.97876946543849)"
2144.0,"(1061.3973620352886, 753.372962114348)","(263.28269089006454, 613.5100390729457)","(739.6744661726533, 122.9838756181113)"
2145.0,"(1061.1561379150723, 753.3073044885462)","(263.0640064668827, 613.6311882498212)","(739.78609384179, 122.98895624002074)"
2146.0,"(1060.9149137948561, 753.2416468627443)","(262.84532204370083, 613.7523374266967)","(739.8971633725811, 122.99401145882064)"
2147.0,"(1060.67368967464, 753.1759892369425)","(262.626637620519, 613.8734866035722)","(740.0076775557181, 122.99904140152654)"
2148.0,"(1060.4324655544237, 753.1103316111407)","(262.4079531973371, 613.9946357804478)","(740.1176391679395, 123.0040461945189)"
2149.0,"(1060.1912414342075, 753.0446739853389)","(262.18926877415527, 614.1157849573233)","(740.2270509720998, 123.0090259635463)"
2150.0,"(1059.9500173139913, 752.9790163595371)","(261.9705843509734, 614.2369341341988)","(740.3359157172393, 123.01398083372858)"
2151.0,"(1059.7087931937751, 752.9133587337353)","(261.75189992779156, 614.3580833110743)","(740.4442361386532, 123.01891092955994)"
2152.0,"(1059.467569073559, 752.8477011079335)","(261.5332155046097, 614.4792324879498)","(740.55201495796, 123.02381637491213)"
2153.0,"(1059.2263449533427, 752.7820434821317)","(261.31453108142784, 614.6003816648254)","(740.6592548831702, 123.02869729303757)"
2154.0,"(1058.9851208331265, 752.7163858563299)","(261.095846658246, 614.7215308417009)","(740.7659586087543, 123.03355380657239)"
2155.0,"(1058.7438967129103, 752.6507282305281)","(260.87716223506413, 614.8426800185764)","(740.8721288157105, 123.03838603753952)"
2156.0,"(1058.5026725926941, 752.5850706047263)","(260.6584778118823, 614.9638291954519)","(740.977768171632, 123.04319410735182)"
2157.0,"(1058.261448472478, 752.5194129789245)","(260.4397933887004, 615.0849783723274)","(741.0828793307738, 123.04797813681506)"
2158.0,"(1058.0202243522617, 752.4537553531227)","(260.22110896551857, 615.206127549203)","(741.1874649341199, 123.05273824613099)"
2159.0,"(1057.7790002320455, 752.3880977273209)","(260.0024245423367, 615.3272767260785)","(741.2915276094493, 123.05747455490032)"
2160.0,"(1057.5377761118293, 752.3224401015191)","(259.78374011915486, 615.448425902954)","(741.3950699714021, 123.06218718212583)"
2161.0,"(1057.2965519916131, 752.2567824757173)","(259.565055695973, 615.5695750798295)","(741.4980946215451, 123.0668762462152)"
2162.0,"(1057.055327871397, 752.1911248499155)","(259.34637127279115, 615.690724256705)","(741.6006041484374, 123.07154186498413)"
2163.0,"(1056.8141037511807, 752.1254672241137)","(259.1276868496093, 615.8118734335806)","(741.7026011276952, 123.0761841556592)"
2164.0,"(1056.5728796309645, 752.0598095983119)","(258.90900242642743, 615.9330226104561)","(741.8040881220567, 123.0808032348809)"
2165.0,"(1056.3316555107483, 751.99415197251)","(258.6903180032456, 616.0541717873316)","(741.9050676814464, 123.0853992187065)"
2166.0,"(1056.090431390532, 751.9284943467082)","(258.4716335800637, 616.1753209642071)","(742.0055423430392, 123.08997222261297)"
2167.0,"(1055.849207270316, 751.8628367209064)","(258.25294915688187, 616.2964701410826)","(742.105514631324, 123.09452236149991)"
2168.0,"(1055.6079831500997, 751.7971790951046)","(258.0342647337, 616.4176193179582)","(742.2049870581674, 123.09904974969241)"
